A001n_PN1c_00001-5	reltype=ob	['９', '年', 'し', '留学']	９５―９７年、中国・北京大に留学し、帰国後に双子を出産。	['1', '4', '6', '13']
A027n_PN3e_00002-21	reltype=overlap	['十', '日', 'し', '発表']	[JSP]第五回小樽雪あかりの路を開いた実行委は十日、イベントに合わせて募集した「愛のフォトコンテスト」の入賞作品八点を発表した。	['15', '16', '23', '37']
A027n_PN3e_00002-22	reltype=overlap	['四', '七', '幸せ', '写真', '選ば']	最高賞の「愛のフォト賞」には札幌市手稲区の原田敬裕さん（四七）の「幸せの灯火」＝写真＝が選ばれた。	['21', '22', '26', '31', '34']
A028n_PN4c_00002-4	reltype=overlap	['二', '年度', '大綱', '打ち出さ', 'こと', 'する', '一方', '据え置く']	[JSP]二〇〇四年度の与党税制改正大綱で、住宅ローン減税を今年入居なら昨年入居と同規模に据え置く一方、来年以降の入居分から段階的に縮小することが打ち出された。	['2', '6', '11', '27', '28', '40', '41', '43']
A028n_PN4c_00002-4	reltype=overlap	['今年', '入居', '据え置く']	[JSP]二〇〇四年度の与党税制改正大綱で、住宅ローン減税を今年入居なら昨年入居と同規模に据え置く一方、来年以降の入居分から段階的に縮小することが打ち出された。	['18', '19', '22']
A028n_PN4c_00002-4	reltype=before	['今年', '入居', '据え置く', '一方', 'する', '縮小']	[JSP]二〇〇四年度の与党税制改正大綱で、住宅ローン減税を今年入居なら昨年入居と同規模に据え置く一方、来年以降の入居分から段階的に縮小することが打ち出された。	['18', '19', '22', '27', '28', '33']
A028n_PN4c_00002-4	reltype=overlap	['今年', '入居', '据え置く', '一方', 'する', 'こと', '打ち出さ']	[JSP]二〇〇四年度の与党税制改正大綱で、住宅ローン減税を今年入居なら昨年入居と同規模に据え置く一方、来年以降の入居分から段階的に縮小することが打ち出された。	['18', '19', '22', '27', '28', '33', '40']
A028n_PN4c_00002-4	reltype=before	['昨年', '入居', '規模', '据え置く']	[JSP]二〇〇四年度の与党税制改正大綱で、住宅ローン減税を今年入居なら昨年入居と同規模に据え置く一方、来年以降の入居分から段階的に縮小することが打ち出された。	['19', '21', '22', '25']
A028n_PN4c_00002-4	reltype=before	['昨年', '入居', '規模', '据え置く', '一方', 'する', '縮小']	[JSP]二〇〇四年度の与党税制改正大綱で、住宅ローン減税を今年入居なら昨年入居と同規模に据え置く一方、来年以降の入居分から段階的に縮小することが打ち出された。	['19', '21', '22', '25', '27', '28', '33']
A028n_PN4c_00002-4	reltype=before	['昨年', '入居', '規模', '据え置く', '一方', 'する', 'こと', '打ち出さ']	[JSP]二〇〇四年度の与党税制改正大綱で、住宅ローン減税を今年入居なら昨年入居と同規模に据え置く一方、来年以降の入居分から段階的に縮小することが打ち出された。	['19', '21', '22', '25', '27', '28', '33', '40']
A028n_PN4c_00002-4	reltype=after	['来年', '以降', '分', 'する', '一方', '据え置く']	[JSP]二〇〇四年度の与党税制改正大綱で、住宅ローン減税を今年入居なら昨年入居と同規模に据え置く一方、来年以降の入居分から段階的に縮小することが打ち出された。	['27', '28', '30', '31', '34', '40']
A028n_PN4c_00002-4	reltype=overlap	['来年', '以降', '分', 'する', '縮小']	[JSP]二〇〇四年度の与党税制改正大綱で、住宅ローン減税を今年入居なら昨年入居と同規模に据え置く一方、来年以降の入居分から段階的に縮小することが打ち出された。	['30', '31', '34', '39', '40']
A028n_PN4c_00002-4	reltype=after	['来年', '以降', '分', 'する', 'こと', '打ち出さ']	[JSP]二〇〇四年度の与党税制改正大綱で、住宅ローン減税を今年入居なら昨年入居と同規模に据え置く一方、来年以降の入居分から段階的に縮小することが打ち出された。	['30', '31', '34', '40', '41', '43']
A028n_PN4c_00002-7	reltype=vague	['年末', '残高', '％', '年間', 'する', '人', 'し', '入居']	[JSP]与党の大綱によると、今年末までに入居した人には五千万円を上限とする年末ローン残高の１％を十年間にわたって所得税から控除する。	['13', '14', '16', '25', '26', '28', '34']
A028n_PN4c_00002-7	reltype=after	['十', '年間', 'する', '人', 'し', '入居']	[JSP]与党の大綱によると、今年末までに入居した人には五千万円を上限とする年末ローン残高の１％を十年間にわたって所得税から控除する。	['13', '14', '16', '25', '33', '34']
A028n_PN4c_00002-8	reltype=vague	['十', '年間', '円', 'なる', '場合', '続け', '抱え']	最大では五千万円以上のローンを抱えて続けている場合、減税額は毎年五十万円、十年間で五百万円になる計算だ。	['6', '11', '13', '16', '24', '26', '27']
A028n_PN4c_00002-8	reltype=vague	['十', '年間', '円', 'なる', '場合', '続け']	最大では五千万円以上のローンを抱えて続けている場合、減税額は毎年五十万円、十年間で五百万円になる計算だ。	['6', '13', '16', '24', '26', '27']
A028n_PN4c_00002-9	reltype=overlap	['来年', '入居', '場合', '下がる', 'うえ', '引き下げ']	[JSP]しかし、来年入居の場合は、減税対象となるローン残高の上限が四千万円に引き下げられるうえ、１％の控除率が適用されるのは八年目までで、九、十年目の控除率は０・５％に下がる。	['4', '5', '7', '23', '25', '58']
A028n_PN4c_00002-9	reltype=before	['来年', '入居', '場合', '下がる']	[JSP]しかし、来年入居の場合は、減税対象となるローン残高の上限が四千万円に引き下げられるうえ、１％の控除率が適用されるのは八年目までで、九、十年目の控除率は０・５％に下がる。	['4', '5', '7', '58']
A028n_PN4c_00002-9	reltype=after	['八', '目', '下がる', 'うえ', '引き下げ']	[JSP]しかし、来年入居の場合は、減税対象となるローン残高の上限が四千万円に引き下げられるうえ、１％の控除率が適用されるのは八年目までで、九、十年目の控除率は０・５％に下がる。	['23', '25', '38', '40', '48']
A028n_PN4c_00002-9	reltype=before	['八', '目', '下がる']	[JSP]しかし、来年入居の場合は、減税対象となるローン残高の上限が四千万円に引き下げられるうえ、１％の控除率が適用されるのは八年目までで、九、十年目の控除率は０・５％に下がる。	['38', '40', '48']
A028n_PN4c_00002-9	reltype=after	['九', '目', '率', '下がる', 'うえ', '引き下げ']	[JSP]しかし、来年入居の場合は、減税対象となるローン残高の上限が四千万円に引き下げられるうえ、１％の控除率が適用されるのは八年目までで、九、十年目の控除率は０・５％に下がる。	['23', '25', '31', '40', '44', '48']
A028n_PN4c_00002-9	reltype=after	['九', '目', '率', '下がる', '目', 'さ', '適用']	[JSP]しかし、来年入居の場合は、減税対象となるローン残高の上限が四千万円に引き下げられるうえ、１％の控除率が適用されるのは八年目までで、九、十年目の控除率は０・５％に下がる。	['31', '33', '34', '40', '44', '48', '51']
A028n_PN4c_00002-9	reltype=after	['十', '目', '率', '下がる', 'うえ', '引き下げ']	[JSP]しかし、来年入居の場合は、減税対象となるローン残高の上限が四千万円に引き下げられるうえ、１％の控除率が適用されるのは八年目までで、九、十年目の控除率は０・５％に下がる。	['23', '25', '31', '40', '46', '48']
A028n_PN4c_00002-9	reltype=after	['十', '目', '率', '下がる', '目', 'さ', '適用']	[JSP]しかし、来年入居の場合は、減税対象となるローン残高の上限が四千万円に引き下げられるうえ、１％の控除率が適用されるのは八年目までで、九、十年目の控除率は０・５％に下がる。	['31', '33', '34', '40', '46', '48', '51']
A028n_PN4c_00002-10	reltype=overlap	['八', '目', '円', '目', '円', '円', '減る']	その結果、減税の最大額は八年目までが各四十万円、九、十年目が各二十万円で、十年間合計三百六十万円に減る。	['9', '11', '17', '23', '28', '37', '39']
A028n_PN4c_00002-10	reltype=overlap	['九', '目', '円', '円', '減る']	その結果、減税の最大額は八年目までが各四十万円、九、十年目が各二十万円で、十年間合計三百六十万円に減る。	['11', '17', '19', '23', '28']
A028n_PN4c_00002-11	reltype=overlap	['二', '以降', '入居', '減り']	[JSP]二〇〇六年以降の入居では、ローン残高の上限の引き下げなどで減税額がさらに減り、二〇〇八年入居では十年間の減税総額が最高百六十万円になる。	['2', '7', '9', '25']
A028n_PN4c_00002-11	reltype=overlap	['十', '年間', '総額', 'なる']	[JSP]二〇〇六年以降の入居では、ローン残高の上限の引き下げなどで減税額がさらに減り、二〇〇八年入居では十年間の減税総額が最高百六十万円になる。	['35', '36', '39', '47']
A028n_PN4c_00002-14	reltype=vague	['三十', '年', '方式', 'する', '場合', 'し', '比較']	年利３％で借入れ、三十年の元利均等返済方式で返済する場合で、今年入居と来年入居を中心に比較してみよう。	['7', '8', '13', '16', '17', '28', '29']
A028n_PN4c_00002-14	reltype=overlap	['今年', '入居', '入居', 'し', '場合', 'する', '借入れ']	年利３％で借入れ、三十年の元利均等返済方式で返済する場合で、今年入居と来年入居を中心に比較してみよう。	['5', '16', '17', '20', '21', '24', '29']
A028n_PN4c_00002-14	reltype=ob	['今年', '入居', '入居', 'し', '場合', 'する', '返済']	年利３％で借入れ、三十年の元利均等返済方式で返済する場合で、今年入居と来年入居を中心に比較してみよう。	['12', '15', '16', '17', '20', '21', '24']
